contains_bug,ns,nd,nf,entropy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,glm_probability,rf_probability
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,28.0,119.0,False,3.0,13.943078703703703,1.0,245.0,83.83333333333348,17.0,0.0,0.0
False,1.0,1.0,1.0,0.0,29.0,23.0,201.0,False,3.0,0.007905092592592592,1.0,244.0,82.83333333333348,208.0,0.0,0.0
False,1.0,2.0,2.0,0.7219280948873623,9.0,1.0,400.5,False,4.0,7.361099537037037,2.0,243.0,81.83333333333348,207.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,2.0,2.0,2.0,0.6500224216483541,6.0,6.0,193.5,True,4.0,27.57806712962963,2.0,148.0,54.71666666666661,21.0,0.0,0.0
False,1.0,3.0,4.0,1.5165437790863812,37.0,23.0,212.5,False,4.0,12.901791087962962,4.0,242.0,80.88333333333348,206.0,0.0,0.0
False,1.0,2.0,3.0,0.31290220724415746,369.0,0.0,102.33333333333333,False,4.0,1.9815007716049384,1.0,241.0,79.88333333333348,205.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,2.0,82.0,True,2.0,0.009780092592592592,1.0,147.0,53.88333333333328,12.0,0.0,0.0
False,1.0,1.0,1.0,0.0,6.0,3.0,79.0,True,2.0,13.913819444444444,1.0,146.0,53.049999999999955,11.0,0.0,0.0
False,1.0,4.0,4.0,0.9239407338062624,43.0,4.0,216.5,False,4.0,16.440257523148148,4.0,145.0,52.049999999999955,88.0,0.0,0.0
False,1.0,1.0,1.0,0.0,3.0,2.0,112.0,False,2.0,18.29517361111111,1.0,144.0,51.049999999999955,87.0,0.0,0.0
False,2.0,4.0,4.0,1.2067176304835758,44.0,0.0,473.5,False,4.0,7.575225694444445,3.0,143.0,50.049999999999955,57.0,0.0,0.0
False,2.0,3.0,4.0,1.9172657147599252,32.0,11.0,318.75,False,4.0,8.259701967592592,3.0,142.0,49.049999999999955,56.0,0.0,0.0
False,1.0,1.0,1.0,0.0,5.0,0.0,162.0,False,3.0,13.129074074074074,1.0,141.0,48.049999999999955,10.0,0.0,0.0
False,1.0,5.0,5.0,1.9003716210613106,37.0,2.0,210.6,False,4.0,6.3071111111111104,3.0,140.0,47.049999999999955,84.0,0.0,0.0
False,1.0,3.0,5.0,2.220263425709488,24.0,4.0,162.8,False,3.0,12.138837962962963,3.0,139.0,46.049999999999955,83.0,0.0,0.0
False,1.0,3.0,3.0,1.103307408607834,40.0,5.0,99.33333333333333,False,2.0,23.55144675925926,2.0,138.0,45.049999999999955,82.0,0.0,0.0
False,1.0,2.0,2.0,0.5032583347756457,9.0,9.0,275.0,False,4.0,17.436782407407406,2.0,137.0,44.049999999999955,81.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,2.0,2.0,1.0,2.0,2.0,307.0,True,4.0,0.26666666666666666,1.0,136.0,53.33333333333331,80.0,0.0,0.0
False,1.0,1.0,2.0,1.0,2.0,2.0,94.5,False,2.0,6.271678240740741,1.0,135.0,52.33333333333331,26.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,3.0,13.0,3.3594733033298496,6415.0,4.0,25.46153846153846,False,4.0,1.4136867877492878,2.0,240.0,100.33333333333334,204.0,0.0,0.0
False,1.0,1.0,1.0,0.0,3.0,1.0,246.0,False,2.0,9.014409722222222,1.0,239.0,99.41666666666669,203.0,0.0,0.0
False,1.0,8.0,8.0,2.91367908884452,41.0,17.0,288.875,False,5.0,13.967560763888887,7.0,238.0,98.41666666666669,202.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,5.0,5.0,2.1092977358843172,89.0,1.0,289.2,False,4.0,0.013625000000000002,2.0,237.0,98.58333333333334,201.0,0.0,0.0
False,1.0,4.0,4.0,1.9874601819486435,4.0,30.0,290.5,True,4.0,0.019033564814814816,4.0,236.0,97.66666666666669,200.0,0.0,0.0
False,1.0,1.0,1.0,0.0,42.0,13.0,261.0,False,3.0,0.0146875,1.0,235.0,98.16666666666669,199.0,0.0,0.0
False,1.0,1.0,1.0,0.0,41.0,11.0,261.0,False,3.0,0.011990740740740741,1.0,234.0,97.16666666666669,198.0,0.0,0.0
False,1.0,1.0,1.0,0.0,40.0,36.0,285.0,False,4.0,0.009560185185185185,1.0,233.0,96.16666666666669,197.0,0.0,0.0
False,1.0,1.0,1.0,0.0,42.0,11.0,261.0,False,4.0,0.004108796296296296,1.0,232.0,96.66666666666669,196.0,0.0,0.0
False,1.0,5.0,5.0,2.060128811293192,147.0,157.0,277.8,False,4.0,2.8196296296296297,1.0,231.0,95.75000000000001,195.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,3.0,1.0,382.0,False,3.0,0.07895833333333334,1.0,230.0,111.83333333333331,194.0,0.0,0.0
False,1.0,2.0,2.0,0.6024308020404453,16.0,18.0,301.5,False,3.0,6.004143518518518,2.0,134.0,68.0,79.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,2.0,336.0,False,4.0,0.8850925925925925,1.0,133.0,67.0,26.0,0.0,0.0
False,1.0,1.0,1.0,0.0,0.0,1.0,124.0,False,3.0,0.7156134259259259,1.0,121.0,48.91666666666663,55.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,3.0,2.0,450.0,False,4.0,0.0078009259259259256,1.0,120.0,48.8333333333333,58.0,0.0,0.0
False,1.0,1.0,1.0,0.0,0.0,1.0,152.0,False,3.0,0.0030324074074074073,1.0,119.0,47.8333333333333,36.0,0.0,0.0
False,1.0,1.0,1.0,0.0,0.0,6.0,158.0,True,3.0,3.1674421296296296,1.0,118.0,46.8333333333333,35.0,0.0,0.0
False,1.0,1.0,1.0,0.0,16.0,5.0,439.0,True,4.0,3.164375,1.0,117.0,45.8333333333333,57.0,0.0,0.0
False,1.0,1.0,1.0,0.0,0.0,2.0,126.0,True,3.0,3.162777777777778,1.0,116.0,44.8333333333333,54.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,16.0,21.0,2.3808234474971135,0.0,15491.0,803.5714285714286,False,4.0,16.51195105820106,6.0,229.0,123.0,193.0,0.0,0.0
False,1.0,2.0,4.0,1.5666131231473532,32.0,15.0,114.25,False,3.0,4.819673032407407,3.0,228.0,122.0,192.0,0.0,0.0
False,4.0,7.0,8.0,2.5400603064119722,1.0,86.0,216.0,False,4.0,9.404539930555556,5.0,227.0,121.0,59.0,0.0,0.0
False,1.0,1.0,2.0,0.7990485210442682,18.0,15.0,127.5,False,1.0,21.390219907407406,1.0,226.0,123.75,190.0,0.0,0.0
False,1.0,2.0,6.0,1.1863137138648348,25.0,0.0,19.333333333333332,False,2.0,0.0008912037037037036,1.0,225.0,123.5,189.0,0.0,0.0
False,1.0,1.0,1.0,0.0,28.0,16.0,163.0,False,1.0,21.370011574074073,1.0,224.0,122.5,188.0,0.0,0.0
False,1.0,2.0,5.0,1.1219280948873622,20.0,0.0,20.0,False,2.0,3.775951388888889,1.0,223.0,121.5,187.0,0.0,0.0
False,2.0,2.0,2.0,0.9910760598382222,14.0,4.0,887.0,False,3.0,0.0497337962962963,1.0,115.0,50.16666666666663,45.0,0.0,0.0
False,2.0,3.0,4.0,1.5803598251982742,174.0,122.0,532.25,False,4.0,1.7808391203703706,3.0,114.0,50.16666666666663,44.0,0.0,0.0
False,3.0,6.0,6.0,2.110637054889752,134.0,63.0,414.0,False,4.0,3.472528935185185,3.0,113.0,49.16666666666663,46.333333333333336,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,3.0,5.0,5.0,1.2739181985410852,81.0,15.0,389.2,False,4.0,6.8218194444444435,4.0,112.0,48.16666666666663,45.333333333333336,0.0,0.0
False,1.0,1.0,2.0,1.0,2.0,2.0,94.5,False,2.0,6.841620370370371,1.0,132.0,78.0,25.0,0.0,0.0
False,1.0,1.0,1.0,0.0,5.0,5.0,319.0,True,4.0,0.006446759259259259,1.0,131.0,77.16666666666667,78.0,0.0,0.0
False,1.0,1.0,1.0,0.0,8.0,8.0,319.0,False,4.0,0.04262731481481481,1.0,130.0,76.16666666666667,77.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,2.0,2.0,0.9182958340544896,3.0,0.0,267.0,False,4.0,3.8432581018518515,2.0,222.0,134.99999999999994,186.0,0.0,0.0
False,1.0,1.0,1.0,0.0,3.0,3.0,270.0,False,2.0,0.007893518518518518,1.0,129.0,76.16666666666667,76.0,0.0,0.0
False,2.0,2.0,3.0,0.7588341991423865,53.0,3.0,305.0,False,2.0,18.148807870370373,2.0,128.0,75.66666666666667,50.0,0.0,0.0
False,1.0,2.0,2.0,0.6962122601251458,16.0,16.0,291.5,True,4.0,0.9637152777777778,2.0,221.0,135.49999999999994,185.0,0.0,0.0
False,1.0,1.0,1.0,0.0,7.0,7.0,318.0,True,4.0,0.0038078703703703703,1.0,220.0,134.49999999999994,184.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,2.0,318.0,True,4.0,0.9530902777777778,1.0,219.0,133.49999999999994,183.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,0.0,14.0,False,2.0,14.034826388888888,1.0,125.0,50.16666666666663,61.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,1.0,201.0,False,3.0,0.09898148148148148,1.0,124.0,51.33333333333331,60.0,0.0,0.0
False,1.0,1.0,1.0,0.0,21.0,8.0,356.0,False,4.0,5.882905092592592,1.0,122.0,50.33333333333331,59.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,2.0,3.0,4.0,1.7080986635018058,43.0,1.0,242.5,False,4.0,12.270147569444443,4.0,127.0,83.33333333333334,49.0,0.0,0.0
False,1.0,1.0,1.0,0.0,0.0,2.0,119.0,True,4.0,0.02011574074074074,1.0,218.0,135.66666666666666,15.0,0.0,0.0
False,1.0,1.0,1.0,0.0,16.0,8.0,111.0,False,4.0,0.935324074074074,1.0,217.0,134.83333333333331,14.0,0.0,0.0
False,1.0,1.0,3.0,1.5079816531097694,32.0,5.0,159.66666666666666,False,4.0,0.012704475308641975,2.0,216.0,133.83333333333331,182.0,0.0,0.0
False,1.0,2.0,2.0,0.41381685030363374,72.0,0.0,97.5,False,3.0,6.971325231481481,1.0,215.0,132.83333333333331,181.0,0.0,0.0
False,1.0,1.0,2.0,0.5435644431995964,8.0,0.0,185.0,False,4.0,0.9226446759259259,2.0,214.0,131.83333333333331,180.0,0.0,0.0
False,1.0,1.0,1.0,0.0,101.0,0.0,0.0,False,0.0,0.0,0.0,213.0,130.83333333333331,179.0,0.0,0.0
False,1.0,2.0,3.0,0.31535914085875705,336.0,0.0,105.33333333333333,False,4.0,0.28612654320987657,1.0,212.0,129.83333333333331,178.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,5.0,0.0,157.0,False,3.0,0.10465277777777778,1.0,126.0,84.66666666666666,9.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,2.0,255.0,False,3.0,0.016585648148148148,1.0,125.0,83.66666666666666,73.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,4.0,4.0,1.6667011463215775,35.0,1.0,222.25,False,4.0,0.5363570601851851,3.0,124.0,82.66666666666666,72.0,0.0,0.0
False,1.0,2.0,3.0,1.3787834934861756,22.0,6.0,153.66666666666666,False,3.0,5.512866512345679,3.0,123.0,81.66666666666666,71.0,0.0,0.0
False,1.0,1.0,1.0,0.0,29.0,4.0,100.0,False,2.0,0.003761574074074074,1.0,122.0,80.66666666666666,70.0,0.0,0.0
False,1.0,2.0,2.0,0.9544340029249649,8.0,8.0,174.5,False,3.0,7.879450231481481,2.0,121.0,79.66666666666666,69.0,0.0,0.0
False,1.0,2.0,2.0,0.37123232664087563,9.0,19.0,207.5,False,4.0,8.294155092592593,2.0,120.0,78.66666666666666,68.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,0.0,210.0,False,1.0,0.02974537037037037,1.0,211.0,139.66666666666669,177.0,0.0,0.0
False,2.0,2.0,3.0,1.007240372254375,25.0,13.0,113.33333333333333,False,3.0,0.02576388888888889,3.0,210.0,138.66666666666669,100.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,0.0,57.0,False,4.0,0.030833333333333334,1.0,119.0,77.66666666666666,8.0,0.0,0.0
False,1.0,1.0,2.0,0.9940302114769565,96.0,80.0,171.5,False,4.0,0.00625,1.0,209.0,138.33333333333334,175.0,0.0,0.0
False,1.0,1.0,1.0,0.0,3.0,1.0,383.0,False,3.0,0.04005787037037037,1.0,118.0,76.66666666666666,67.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,1.0,304.0,False,4.0,0.03543981481481481,1.0,117.0,75.66666666666666,66.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,6.0,0.0,337.0,False,4.0,0.010243055555555556,1.0,208.0,137.33333333333334,174.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,15.0,6.0,201.0,False,1.0,0.013703703703703704,1.0,207.0,136.33333333333334,173.0,0.0,0.0
False,1.0,1.0,1.0,0.0,57.0,5.0,57.0,False,4.0,1.9860185185185186,1.0,206.0,135.33333333333334,13.0,0.0,0.0
False,1.0,1.0,2.0,0.9640787648082292,29.0,7.0,240.5,False,4.0,8.226099537037037,2.0,205.0,134.33333333333334,172.0,0.0,0.0
False,1.0,12.0,21.0,4.39231742277876,21.0,21.0,66.71428571428571,False,4.0,10.908711970899471,12.0,116.0,75.66666666666666,7.0,0.0,0.0
False,2.0,3.0,4.0,1.7200455160177657,69.0,1.0,147.25,False,4.0,3.450598958333333,3.0,204.0,133.33333333333334,97.0,0.0,0.0
False,1.0,1.0,1.0,0.0,5.0,0.0,152.0,False,3.0,0.9612037037037037,1.0,115.0,75.66666666666666,6.0,0.0,0.0
False,1.0,4.0,5.0,2.104299032531084,41.0,3.0,215.0,False,4.0,2.398710648148148,4.0,114.0,74.66666666666666,65.0,0.0,0.0
False,1.0,2.0,2.0,0.06345811641554695,96.0,38.0,315.0,False,4.0,7.402824074074074,2.0,113.0,73.66666666666666,64.0,0.0,0.0
False,1.0,4.0,4.0,2.0,0.0,8.0,273.0,False,4.0,0.0038773148148148148,1.0,104.0,50.66666666666667,50.0,0.0,0.0
False,1.0,1.0,2.0,0.37123232664087563,72.0,12.0,149.0,False,3.0,9.191996527777777,2.0,203.0,133.33333333333334,170.0,0.0,0.0
False,1.0,5.0,5.0,2.321928094887362,10.0,10.0,279.2,True,3.0,0.9408055555555557,2.0,103.0,49.66666666666667,49.0,0.0,0.0
False,1.0,1.0,1.0,0.0,189.0,0.0,0.0,False,0.0,0.0,0.0,202.0,133.33333333333334,169.0,0.0,0.0
False,1.0,4.0,6.0,1.7311979601640852,312.0,0.0,27.166666666666668,False,1.0,2.7366300154320986,1.0,201.0,132.33333333333334,168.0,0.0,0.0
False,1.0,2.0,2.0,1.0,2.0,0.0,297.5,False,3.0,0.8633217592592592,1.0,200.0,131.33333333333334,167.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,1.0,304.0,False,3.0,0.8094791666666666,1.0,112.0,74.5,63.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,7.0,7.0,79.0,True,1.0,0.07702546296296296,1.0,199.0,131.33333333333334,12.0,0.0,0.0
False,1.0,1.0,1.0,0.0,21.0,11.0,185.0,True,1.0,0.07695601851851852,1.0,198.0,130.33333333333334,166.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,6.0,1.0,545.0,True,2.0,0.09679398148148148,1.0,197.0,129.33333333333334,165.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,4.0,0.0,135.0,False,1.0,0.24141203703703704,1.0,196.0,128.33333333333334,164.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,2.0,2.0,0.8812908992306927,20.0,0.0,246.5,False,1.0,0.13929976851851852,2.0,195.0,127.33333333333334,163.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,0.0,73.0,True,4.0,12.86888888888889,1.0,111.0,73.5,62.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,0.0,73.0,True,3.0,12.865381944444444,1.0,194.0,126.33333333333334,162.0,0.0,0.0
False,2.0,2.0,2.0,0.9829840769503784,121.0,16.0,79.5,False,1.0,0.017471064814814814,1.0,193.0,125.66666666666667,86.0,0.0,0.0
False,1.0,2.0,2.0,1.0,2.0,4.0,381.5,False,4.0,0.048408564814814814,2.0,192.0,124.83333333333334,160.0,0.0,0.0
False,2.0,2.0,2.0,1.0,3.0,1.0,131.5,True,2.0,7.8604108796296295,2.0,191.0,123.83333333333334,81.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,5.0,250.0,False,2.0,0.09959490740740741,1.0,110.0,72.83333333333333,61.0,0.0,0.0
False,1.0,4.0,4.0,1.0219280948873624,18.0,2.0,236.5,False,4.0,0.12233506944444444,3.0,190.0,123.0,158.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,2.0,0.9587118829771318,20.0,1.0,161.0,False,1.0,0.5912673611111111,2.0,189.0,122.5,157.0,0.0,0.0
False,1.0,3.0,4.0,1.6980962908755897,129.0,1.0,222.75,False,4.0,0.2888599537037037,3.0,188.0,121.5,156.0,0.0,0.0
False,1.0,1.0,1.0,0.0,5.0,0.0,147.0,False,2.0,4.047592592592593,1.0,109.0,71.83333333333333,5.0,0.0,0.0
False,1.0,5.0,7.0,1.3591303062338094,1154.0,0.0,73.0,False,3.0,4.226602182539682,3.0,108.0,70.83333333333333,60.0,0.0,0.0
False,1.0,1.0,1.0,0.0,11.0,9.0,163.0,False,3.0,4.786435185185185,1.0,187.0,120.5,155.0,0.0,0.0
False,1.0,1.0,1.0,0.0,4.0,5.0,348.0,False,3.0,4.0079976851851855,1.0,107.0,69.83333333333333,59.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,0.0,118.0,True,2.0,0.06469907407407408,1.0,186.0,119.5,22.0,0.0,0.0
False,1.0,2.0,2.0,0.11327430349709672,62.0,4.0,236.0,False,3.0,7.748483796296297,2.0,106.0,68.83333333333333,58.0,0.0,0.0
False,2.0,3.0,3.0,1.5,8.0,8.0,235.33333333333334,False,4.0,0.01615740740740741,1.0,185.0,118.66666666666667,87.5,0.0,0.0
False,2.0,3.0,3.0,1.4935243332071164,66.0,21.0,220.33333333333334,False,4.0,1.6052932098765433,3.0,184.0,117.66666666666667,86.5,0.0,0.0
False,1.0,5.0,5.0,2.2516291673878226,28.0,20.0,267.8,False,3.0,3.6499467592592594,2.0,105.0,67.83333333333333,57.0,0.0,0.0
False,1.0,1.0,1.0,0.0,36.0,6.0,106.0,False,1.0,0.041631944444444444,1.0,183.0,116.83333333333334,152.0,0.0,0.0
False,1.0,2.0,3.0,0.8886865525783176,24.0,0.0,187.33333333333334,False,4.0,0.34949074074074077,2.0,182.0,115.83333333333334,151.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,33.0,54.0,False,1.0,14.80712962962963,1.0,104.0,67.16666666666666,56.0,0.0,0.0
False,1.0,1.0,1.0,0.0,2.0,2.0,163.0,True,3.0,4.726631944444445,1.0,103.0,66.16666666666666,55.0,0.0,0.0
False,1.0,1.0,1.0,0.0,4.0,0.0,193.0,False,1.0,15.412025462962964,1.0,181.0,115.0,150.0,0.0,0.0
False,2.0,3.0,3.0,1.2092299048006612,85.0,23.0,143.66666666666666,False,4.0,12.585555555555556,3.0,180.0,114.16666666666667,84.0,0.0,0.0
False,1.0,2.0,2.0,1.0,14.0,0.0,285.0,False,3.0,0.7781134259259259,1.0,179.0,113.16666666666667,148.0,0.0,0.0
False,1.0,1.0,2.0,0.9958138476706887,106.0,91.0,186.5,False,1.0,0.0005555555555555556,1.0,178.0,112.66666666666666,147.0,0.0,0.0
False,1.0,2.0,2.0,0.68233488590521,114.0,2.0,178.0,False,1.0,0.0033391203703703703,1.0,177.0,111.66666666666666,146.0,0.0,0.0
False,1.0,2.0,2.0,0.9097361225311662,191.0,9.0,154.5,False,1.0,0.3513310185185185,1.0,176.0,111.16666666666666,145.0,0.0,0.0
False,1.0,2.0,2.0,0.18312206830137276,64.0,8.0,155.5,False,3.0,8.160671296296297,2.0,175.0,110.16666666666666,144.0,0.0,0.0
False,1.0,1.0,2.0,0.7918583525674836,21.0,21.0,76.0,False,3.0,9.335300925925926,1.0,102.0,67.5,24.0,0.0,0.0
False,1.0,5.0,7.0,1.2278726775625033,750.0,1.0,71.71428571428571,False,1.0,0.009523809523809523,1.0,174.0,111.16666666666666,143.0,0.0,0.0
False,1.0,2.0,2.0,0.35335933502142136,203.0,7.0,153.0,False,1.0,0.005439814814814815,1.0,173.0,110.16666666666666,142.0,0.0,0.0
False,1.0,3.0,3.0,1.5766212201074912,48.0,4.0,277.3333333333333,False,3.0,0.9479591049382717,3.0,172.0,109.33333333333333,141.0,0.0,0.0
False,1.0,1.0,1.0,0.0,29.0,8.0,273.0,False,1.0,0.17230324074074074,1.0,171.0,108.33333333333333,140.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,1.0,271.0,True,3.0,2.8192476851851853,1.0,170.0,107.33333333333333,139.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,2.0,2.0,2.0,0.9182958340544896,3.0,3.0,156.0,False,4.0,0.04134259259259259,1.0,102.0,58.0,24.5,0.0,0.0
False,1.0,1.0,1.0,0.0,9.0,15.0,213.0,False,4.0,0.03550925925925926,1.0,101.0,57.0,47.0,0.0,0.0
False,1.0,2.0,3.0,1.014097655573916,24.0,8.0,78.0,False,2.0,13.624135802469135,2.0,100.0,56.0,46.0,0.0,0.0
False,1.0,3.0,10.0,2.6285170661564354,90.0,135.0,177.8,False,3.0,0.6050428240740742,4.0,169.0,109.33333333333333,138.0,0.0,0.0
False,3.0,5.0,6.0,0.939976807112913,67.0,646.0,206.83333333333334,False,4.0,9.71665702160494,6.0,99.0,55.0,30.666666666666668,0.0,0.0
False,1.0,2.0,3.0,0.4039843512346435,274.0,7.0,92.66666666666667,False,4.0,0.011493055555555555,2.0,168.0,109.66666666666666,137.0,0.0,0.0
False,1.0,2.0,2.0,0.8935711016541907,29.0,0.0,348.5,False,4.0,4.814195601851852,2.0,167.0,108.83333333333333,136.0,0.0,0.0
False,1.0,2.0,3.0,1.5304930567574826,7.0,2.0,198.66666666666666,False,3.0,9.1890625,3.0,166.0,107.83333333333333,135.0,0.0,0.0
False,1.0,1.0,2.0,0.8366407419411673,90.0,0.0,0.0,False,0.0,0.0,0.0,165.0,107.33333333333333,134.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,1.0,1.0,0.0,1.0,1.0,80.0,True,1.0,12.54875,1.0,101.0,69.5,23.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,4.0,4.0,2.0,8.0,8.0,268.0,True,3.0,0.06159143518518519,2.0,100.0,70.0,54.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,1.0,4.0,4.0,2.0,4.0,4.0,267.0,True,3.0,0.030243055555555554,1.0,99.0,69.0,53.0,0.0,0.0
False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
